553,Karnavati University,Gandhinagar,4icu.org/reviews/17805.htm
556,Gujarat Forensic Sciences University,Gandhinagar,4icu.org/reviews/14409.htm
587,Indian Institute of Teacher Education,Gandhinagar,4icu.org/reviews/16021.htm
614,Children's University,Gandhinagar,4icu.org/reviews/15982.htm
670,Kadi Sarva Vishwavidyalaya,Gandhinagar,4icu.org/reviews/14338.htm
702,Kamdhenu University,Gandhinagar,4icu.org/reviews/16042.htm
709,Indian Institute of Public Health,Gandhinagar,4icu.org/reviews/17802.htm
788,Swarnim Startup and Innovation University,Gandhinagar,4icu.org/reviews/17809.htm
816,Institute of Advanced Research,Gandhinagar,4icu.org/reviews/16028.htm
189,Sikkim Manipal University,Gangtok,4icu.org/reviews/7370.htm
705,"ICFAI University, Sikkim",Gangtok,4icu.org/reviews/16006.htm
784,"SRM University, Sikkim",Gangtok,4icu.org/reviews/16109.htm
807,Vinayaka Missions Sikkim University,Gangtok,4icu.org/reviews/14380.htm
741,ISBM University,Gariyaband,4icu.org/reviews/16958.htm
448,Santosh University,Ghaziabad,4icu.org/reviews/15699.htm
728,Shri Govind Guru University,Godhra,4icu.org/reviews/16104.htm
232,Deen Dayal Upadhyay Gorakhpur University,Gorakhpur,4icu.org/reviews/12156.htm
428,Madan Mohan Malaviya University of Technology,Gorakhpur,4icu.org/reviews/16053.htm
65,Sharda University,Greater Noida,4icu.org/reviews/14387.htm
230,Bennett University,Greater Noida,4icu.org/reviews/17875.htm
359,Gautam Buddha University,Greater Noida,4icu.org/reviews/13145.htm
398,Noida International University,Greater Noida,4icu.org/reviews/14392.htm
66,Gulbarga University,Gulbarga,4icu.org/reviews/2021.htm
501,Central University of Karnataka,Gulbarga,4icu.org/reviews/13161.htm
872,Sharnbasva University,Gulbarga,4icu.org/reviews/17830.htm
198,Acharya Nagarjuna University,Guntur,4icu.org/reviews/2077.htm
369,Vignan University,Guntur,4icu.org/reviews/15665.htm
734,GIET University,Gunupur,4icu.org/reviews/18739.htm
166,The Northcap University,Gurgaon ...,4icu.org/reviews/2046.htm
218,BML Munjal University,Gurgaon,4icu.org/reviews/15974.htm
241,GD Goenka University,Gurgaon,4icu.org/reviews/17813.htm
312,Shree Guru Gobind Singh Tricentenary University,Gurgaon,4icu.org/reviews/16103.htm
356,Apeejay Stya University,Gurgaon,4icu.org/reviews/14342.htm
440,K.R. Mangalam University,Gurgaon,4icu.org/reviews/16040.htm
628,Sushant University,Gurgaon,4icu.org/reviews/17812.htm
757,Starex University,Gurgaon,4icu.org/reviews/17816.htm
610,Shri Vishwakarma Skill University,Gurugram,4icu.org/reviews/17768.htm
24,Indian Institute of Technology Guwahati,Guwahati,4icu.org/reviews/2035.htm
85,Gauhati University,Guwahati,4icu.org/reviews/2015.htm
326,Assam Don Bosco University,Guwahati,4icu.org/reviews/14330.htm
378,Assam Science and Technology University,Guwahati,4icu.org/reviews/15657.htm
459,Cotton University,Guwahati,4icu.org/reviews/15660.htm
478,Assam Down Town University,Guwahati,4icu.org/reviews/15965.htm
534,"National Institute of Pharmaceutical Education and Research, Guwahati",Guwahati,4icu.org/reviews/13244.htm
560,National Law University and Judicial Academy,Guwahati,4icu.org/reviews/15662.htm
586,"Indian Institute of Information Technology, Guwahati",Guwahati,4icu.org/reviews/16009.htm
683,Srimanta Sankaradeva University of Health Sciences,Guwahati,4icu.org/reviews/15663.htm
140,Jiwaji University,Gwalior,4icu.org/reviews/2054.htm
327,Indian Institute of Information Technology and Management Gwalior,Gwalior,4icu.org/reviews/7326.htm
472,ITM University Gwalior,Gwalior,4icu.org/reviews/16030.htm
475,Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya,Gwalior,4icu.org/reviews/16087.htm
555,Lakshmibai National Institute of Physical Education,Gwalior,4icu.org/reviews/7338.htm
798,Raja Mansingh Tomar Music and Arts University,Gwalior,4icu.org/reviews/16083.htm
662,"National Institute of Pharmaceutical Education and Research, Hajipur",Hajipur,4icu.org/reviews/13242.htm
284,"National Institute of Technology, Hamirpur",Hamirpur,4icu.org/reviews/12116.htm
308,Himachal Pradesh Technical University,Hamirpur,4icu.org/reviews/15704.htm
535,Career Point University,Hamirpur ...,4icu.org/reviews/15977.htm
804,Monad University,Hapur,4icu.org/reviews/16065.htm
372,Gurukul Kangri Vishwavidyalaya,Haridwar,4icu.org/reviews/15701.htm
